word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
allis-chalmers-VBZ,4,0,4,0,0,0,0,0,0,0,0
lennar-NN,6,3,3,0,0,0,0,0,0,0,0
alone-RB,23,1,1,14,1,2,7,4,0,1,0
chryslers-NNS,6,0,6,0,0,0,0,0,0,0,0
prevent-VB,61,1,15,19,5,5,13,7,3,4,2
lists-NNS,5,0,2,0,2,0,0,0,1,1,1
sufficient-NN,12,5,6,0,1,0,0,0,0,0,0
billion-NN,14,2,3,3,2,4,3,2,0,1,2
supplies-NNS,67,2,4,1,26,30,3,0,2,15,16
relief-NN,51,4,4,3,4,18,18,3,1,3,0
ahead-NN,5,1,1,3,0,1,1,0,0,0,0
it-JJ,97,6,24,20,13,15,25,9,5,7,5
algeria-VB,9,0,0,0,9,0,0,0,2,9,2
unwilling-VBG,6,1,0,2,0,2,0,0,2,0,0
desire-NN,13,3,5,2,1,2,1,2,0,1,0
scant-JJ,4,0,0,1,1,1,3,0,0,1,0
signs-NNS,54,5,2,24,3,3,18,11,1,2,1
amid-IN,13,0,1,4,3,0,4,0,2,2,1
extension-NN,29,2,16,1,3,4,2,1,2,2,1
feb-NN,88,42,32,0,8,4,0,2,0,8,8
drilling-VBG,60,5,6,0,1,48,2,0,1,1,0
only-JJ,28,5,10,4,0,5,5,2,1,0,0
soil-NN,5,0,0,0,5,0,0,0,0,3,3
examination-NN,5,1,1,0,1,0,2,0,0,1,0
hart-scott-rodino-NNP,4,1,4,0,0,0,0,0,0,0,0
keating-VBG,13,0,0,0,0,0,13,0,0,0,0
jumped-VBD,19,6,4,3,2,1,5,1,0,1,1
los-NN,6,0,6,0,0,0,0,0,0,0,0
grains-NNS,47,0,0,0,45,0,4,0,3,19,17
international-JJ,702,108,249,116,34,61,128,36,36,23,6
burnham-NN,28,8,14,1,2,0,1,3,0,1,2
handling-VBG,7,3,5,0,1,0,1,0,0,1,0
henan-NN,5,0,0,0,5,0,0,0,0,4,0
nationals-NNS,7,0,5,2,0,0,0,0,0,0,0
sullivan-NN,4,0,3,1,0,0,0,0,0,0,0
consulting-NN,13,3,9,0,0,1,1,0,0,0,0
resumed-VBN,6,2,2,0,0,0,0,0,2,0,0
gleske-NN,4,0,0,4,0,0,0,0,0,0,0
yen/dollar-JJ,7,0,0,5,0,1,3,0,0,0,0
lines-VBZ,8,0,4,0,0,0,0,0,8,0,0
border-NN,8,2,0,0,1,1,2,0,5,0,0
withdrew-VBD,10,1,6,2,1,0,1,1,0,0,0
depths-NNS,4,0,0,0,0,4,0,0,0,0,0
this-DT,1827,312,242,389,290,221,275,229,93,113,142
j-NN,14,4,10,0,0,0,0,0,0,0,0
maturing-VBG,33,0,0,27,0,0,0,18,0,0,0
super-NN,10,2,1,0,0,1,3,0,3,0,0
boosting-VBG,20,2,6,5,3,2,5,0,0,2,2
model-NN,7,7,0,0,0,0,0,0,0,0,0
split-VB,8,5,2,1,0,0,0,0,0,0,0
miller-NN,17,3,4,0,5,5,0,0,1,4,0
showed-VBD,108,26,6,29,7,12,30,18,3,5,1
upper-NN,5,0,0,2,0,1,0,2,2,0,0
adopting-VBG,4,0,0,2,0,1,2,0,0,0,0
mentioned-VBN,5,0,1,2,0,2,1,0,0,0,0
mentioned-VBD,4,0,3,1,0,0,0,1,0,0,0
fear-NN,18,1,0,9,3,2,2,1,1,3,0
want-VB,39,1,12,10,9,2,5,7,0,8,3
reconsideration-NN,5,0,5,0,0,0,0,0,0,0,0
all-cash-JJ,4,0,4,1,0,0,1,0,0,0,0
sunflowerseed-NN,4,0,0,0,4,0,0,0,1,1,3
first-quarter-JJ,13,8,0,2,0,0,1,2,0,0,0
strike-NN,90,5,1,3,6,18,0,0,78,0,0
per-IN,1174,582,288,28,137,141,17,5,4,53,81
mark-VB,5,3,1,0,0,0,1,0,0,0,0
biggest-JJS,45,11,10,3,2,10,8,3,4,1,1
mid-NN,5,1,1,0,0,2,0,0,1,0,0
budgeted-VBN,5,1,0,1,1,2,0,0,0,0,1
fujitsu-NN,27,0,23,0,0,0,4,0,0,0,0
marketing-NN,125,30,28,0,42,22,6,3,3,23,25
abbett-NN,5,5,0,0,0,0,0,0,0,0,0
freight-NN,47,2,11,1,21,0,0,0,26,2,14
interesting-JJ,6,1,1,0,0,0,1,3,0,0,0
crop-NN,166,0,0,0,161,0,5,0,1,86,67
policymaker-NN,5,0,0,4,0,0,1,2,0,0,0
encor-NN,14,0,14,0,0,0,0,0,0,0,0
float-JJ,9,0,8,0,0,2,0,0,0,0,0
group-NN,1084,281,670,47,13,54,28,25,14,6,6
missouri-NN,15,0,3,0,6,0,6,0,0,4,2
insisting-VBG,5,0,0,0,1,2,1,1,0,1,0
accuray-NN,6,5,1,0,0,0,0,0,0,0,0
shelard-NN,4,0,4,0,0,0,0,0,0,0,0
devices-NNS,9,2,7,0,0,0,0,0,0,0,0
lb-NN,10,0,0,0,9,0,1,0,0,0,4
sessions-NNS,10,2,1,5,1,1,0,1,0,1,0
restriction-NN,6,0,1,1,0,0,2,2,0,0,0
commercial-JJ,173,26,44,45,11,11,15,28,7,6,4
problems-JJ,4,0,0,0,0,0,4,0,0,0,0
noting-VBG,35,12,5,8,3,4,3,5,0,1,2
copy-NN,5,1,2,0,0,0,1,1,0,0,0
implemented-VBN,16,3,0,2,1,4,5,1,0,1,0
achieved-VBD,11,6,0,3,1,0,2,0,0,1,0
offer-VBP,56,0,44,2,4,5,1,0,4,4,1
mechanism-NN,7,0,0,4,1,0,2,1,0,1,0
ethylene-NN,10,0,2,0,0,0,0,0,8,0,0
however-RB,341,72,68,48,62,38,45,47,14,33,26
surpluses-NNS,48,1,0,13,9,1,31,0,1,5,0
experiencing-VBG,4,1,0,0,2,1,0,0,0,2,0
mandate-VB,5,0,0,0,0,0,5,0,0,0,0
shopping-VBG,11,4,4,1,0,1,1,0,0,0,0
amr-NN,8,6,2,0,0,0,0,0,0,0,0
strikers-NNS,6,0,0,0,0,4,0,0,5,0,0
northern-NN,14,4,4,0,3,1,1,0,1,2,1
sa-NN,51,12,31,0,1,9,0,0,1,0,1
introduced-VBN,30,7,2,5,8,5,2,3,1,3,5
introduced-VBD,13,2,2,1,4,0,2,2,0,4,0
allowable-JJ,5,1,0,0,1,3,0,0,0,0,0
harvested-VBD,5,0,1,0,4,0,0,0,0,1,2
liner-NN,7,1,0,0,0,0,0,0,6,0,0
chapter-NN,26,17,8,0,0,2,0,0,2,0,0
harvested-VBN,15,0,0,0,15,0,0,0,0,2,13
notification-NN,5,0,2,0,0,1,2,0,0,0,0
post-VB,24,15,2,3,0,4,5,1,0,0,0
money-JJ,4,0,0,1,0,0,1,2,0,0,0
seat-NN,13,4,9,0,0,0,0,0,0,0,0
scale-NN,26,2,8,4,3,7,1,0,2,0,2
quinn-NN,4,0,0,0,0,0,0,4,0,0,0
steep-NN,7,1,0,4,0,2,0,1,0,0,0
cheetham-NN,4,0,4,0,0,0,0,0,0,0,0
writedowns-NNS,21,21,1,0,0,0,0,0,0,0,0
expenses-NNS,110,82,28,1,0,5,0,1,0,0,0
passengers-NNS,15,4,2,0,0,0,0,0,9,0,0
noteNUMBER-NNP,42,42,0,0,0,0,0,0,0,0,0
continue-NN,9,2,2,0,1,2,2,0,0,1,0
family-NN,51,3,41,1,4,0,1,1,0,3,0
tokyos-NNS,13,0,1,4,0,0,8,0,0,0,0
persons-NNS,7,0,3,0,3,0,1,0,0,2,0
railway-NN,20,1,13,0,2,2,2,0,2,1,0
orange-NN,9,0,8,0,1,0,0,0,0,0,1
brazilian-JJ,72,24,3,5,5,6,13,2,16,4,1
installation-NN,4,0,4,0,0,0,0,0,0,0,0
nationally-RB,6,0,1,0,0,3,0,0,2,0,0
event-NN,20,1,9,5,4,1,0,2,1,4,0
vacancy-NN,4,2,1,0,0,0,0,1,0,0,0
businesses-NNS,121,45,72,1,2,4,4,0,3,0,1
ny-NN,17,4,13,0,0,0,0,0,0,0,0
founded-VBN,9,2,6,0,1,0,0,0,0,0,0
walsh-JJ,5,2,3,0,0,0,0,0,0,0,0
turkish-JJ,30,0,0,3,0,24,2,0,21,0,0
mill-NN,13,3,7,0,2,0,1,0,0,0,0
exceed-VB,49,24,8,2,6,5,2,1,1,1,3
marwick-NN,6,1,5,0,0,0,0,0,0,0,0
camera-NN,5,0,5,0,0,0,0,0,0,0,0
cross-IN,5,0,4,0,0,0,1,0,0,0,0
parallel-NN,8,0,0,8,0,0,0,0,0,0,0
cut-NN,83,2,1,35,2,3,8,63,1,0,1
bid/NUMBER--NONE-,6,0,0,0,0,0,0,0,6,0,0
approve-VB,39,15,14,3,5,1,4,1,1,2,3
seizer-NN,5,0,5,0,0,0,0,0,0,0,0
excellent-JJ,4,3,1,0,0,0,0,0,0,0,0
body-NN,26,4,5,3,2,1,9,0,2,2,0
harmful-JJ,9,0,0,1,1,5,1,2,0,1,0
droughts-NNS,4,0,0,0,4,0,0,0,0,3,1
nevertheless-NN,8,2,0,3,0,0,4,1,0,0,0
ongpin-NN,7,0,0,3,0,0,0,4,0,0,0
example-NN,38,3,3,5,10,5,11,4,0,7,4
conceivable-JJ,4,0,1,0,1,0,0,0,2,0,0
bullish-JJ,20,2,0,4,2,10,0,5,0,1,1
pickup-NN,8,1,0,1,0,3,1,3,0,0,0
arabia-NNS,6,0,0,1,1,4,0,0,0,0,0
becor-NN,7,0,7,0,0,0,0,0,0,0,0
portugues-NNS,4,0,4,0,0,0,0,0,0,0,0
length-NN,8,1,3,1,0,1,1,0,1,0,0
words-NNS,8,1,1,2,0,2,3,0,1,0,0
transworld-NN,8,5,3,0,0,0,0,0,0,0,0
dealerships-NNS,7,0,7,0,0,0,0,0,0,0,0
heavy-JJ,100,13,11,12,27,23,9,6,11,9,15
bans-NNS,6,0,0,0,0,0,1,0,5,0,0
effective-JJ,183,44,23,19,10,26,4,61,5,3,3
refining-VBG,26,10,1,0,0,20,0,0,0,0,0
gleason-NN,5,0,5,0,0,0,0,0,0,0,0
saved-VBN,5,0,2,0,1,0,2,0,0,0,0
rilwanu-NN,6,0,0,0,0,6,0,0,0,0,0
required-VBN,101,15,39,21,7,5,15,11,5,2,3
ameritrust-RB,4,2,1,0,0,0,0,1,0,0,0
ocean-JJ,4,0,1,0,2,0,0,0,3,1,0
is-NNS,4,3,0,1,0,0,0,0,0,0,0
settlements-NNS,7,3,1,3,0,0,0,1,0,0,0
akron-NN,7,0,7,0,0,0,0,0,0,0,0
kidokoro-NN,4,0,0,4,0,0,0,0,0,0,0
jacksons-NNS,6,0,6,0,0,0,0,0,0,0,0
greece-NN,41,0,0,0,8,32,1,0,31,3,5
involve-VB,17,2,4,2,3,0,5,1,0,1,0
belgrade-NN,6,0,0,0,5,0,1,0,0,4,3
solid-JJ,12,8,4,1,1,0,1,0,0,1,1
effect-NN,168,52,20,26,16,15,34,22,6,9,4
allow-VBP,7,1,2,1,0,1,2,0,0,0,0
at-IN,93,14,33,12,9,15,5,7,8,4,2
occur-VB,23,4,7,6,2,1,5,2,1,0,0
implement-NN,5,0,0,0,2,0,3,0,0,1,1
opecs-NNS,28,1,0,0,0,28,0,0,0,0,0
monetary-NN,100,1,0,77,1,0,21,23,1,0,1
appropriations-NNS,24,1,1,6,4,2,6,3,2,3,3
unchanged-VBD,5,0,0,0,3,1,0,1,0,2,1
slash-VB,11,0,0,0,1,0,8,0,2,0,1
gold-VBD,6,3,3,0,0,0,0,0,0,0,0
access-NN,67,6,21,3,5,4,32,1,0,1,1
top-VB,13,4,3,2,1,2,2,2,0,1,0
watanabe-NN,17,0,15,0,0,0,2,0,0,0,0
saddam-NN,4,0,0,0,0,3,0,0,2,0,0
reduce-VBP,5,0,0,5,0,0,0,3,0,0,0
uk-NN,205,41,31,66,19,21,21,69,6,18,1
forcing-VBG,8,2,0,1,1,2,2,2,0,0,0
threats-NNS,6,1,1,0,0,2,2,0,0,0,0
write-off-JJ,4,4,0,0,0,0,0,0,0,0,0
ideally-RB,4,0,1,2,1,0,0,1,0,0,1
aides-NNS,9,0,0,1,4,0,5,0,0,3,2
franchises-NNS,5,2,3,0,0,0,0,0,0,0,0
reduce-VB,228,50,45,29,27,18,62,19,6,10,13
grown-VBN,19,3,4,6,4,0,2,2,0,2,2
comment-VB,52,2,26,11,7,2,2,2,1,5,0
living-NN,5,0,2,2,0,1,0,0,0,0,0
altered-VBN,4,1,1,0,0,2,0,0,0,0,0
device-NN,7,2,4,0,0,1,0,0,0,0,0
red-NN,4,0,1,0,2,1,0,0,1,1,0
slight-NN,7,0,2,2,2,0,0,2,0,1,2
limited-VBN,89,22,33,9,9,10,9,1,2,6,4
los-NNS,33,4,27,0,1,0,1,0,0,0,1
raised-VBN,88,13,22,17,5,17,2,24,0,2,1
raised-VBD,122,36,44,5,4,20,0,17,1,3,2
affiliate-NN,42,10,28,0,0,2,2,0,0,0,0
reject-VB,15,0,10,0,3,0,2,0,0,0,0
broaden-VB,6,3,2,0,0,0,2,0,0,0,0
moving-NN,4,0,0,0,3,0,0,0,1,1,1
kaplan-NN,4,0,4,0,0,0,0,0,0,0,0
sure-JJ,31,3,2,2,3,5,15,1,0,2,2
philadelphia-NN,17,1,11,4,0,1,0,0,1,0,0
financing-NN,119,19,78,13,1,1,6,6,2,0,1
practical-JJ,5,1,2,0,1,0,1,0,0,1,1
better-JJR,78,21,17,11,8,11,14,3,2,7,3
punts-NNS,4,0,2,0,0,0,0,2,0,0,0
traditional-JJ,35,8,5,9,1,5,9,1,1,1,0
wednesday-NN,65,3,11,26,3,7,4,20,10,0,0
contains-VBZ,4,0,1,0,2,1,0,0,0,1,0
attempt-NN,80,8,36,13,1,5,11,8,7,1,1
replacing-VBG,6,2,0,1,0,0,2,2,0,0,0
-CD,1369,971,193,24,90,55,26,17,22,53,28
unfairly-RB,5,0,0,0,1,1,3,0,1,0,1
involving-VBG,32,7,10,4,5,3,6,1,2,3,1
seven-year-JJ,9,0,3,3,0,1,0,1,2,0,0
ems-NNS,44,0,2,42,0,0,0,4,0,0,0
encourage-VB,34,1,0,8,9,5,9,5,5,4,4
intend-VBP,15,0,6,4,1,0,4,0,1,0,1
yeutter-NN,96,0,2,18,11,0,75,0,0,2,7
british-VB,6,0,4,0,1,0,1,0,0,1,0
trigger-NN,6,0,2,2,1,1,0,1,0,1,0
cheung-NN,6,4,2,0,0,0,0,0,0,0,0
lease-VB,12,3,4,0,0,2,0,0,5,0,0
peschs-NNS,5,0,5,0,0,0,0,0,0,0,0
arbitrage-NN,18,2,16,0,0,0,0,0,0,0,0
supporting-VBG,11,0,0,4,4,3,0,1,1,1,3
bros-NNS,7,0,5,0,0,0,0,1,1,0,0
tam-NN,4,0,0,4,0,0,2,0,0,0,0
economy-NN,290,22,5,114,6,37,92,53,5,5,1
need-NN,119,8,9,33,15,20,29,19,3,10,3
ratings-NNS,4,1,2,1,0,0,0,0,0,0,0
one-time-JJ,23,18,3,0,2,0,0,0,0,1,0
crime-NN,6,1,5,0,0,0,0,0,0,0,0
comments-VBZ,8,0,0,0,3,0,3,2,0,3,0
realignment-NN,7,0,0,6,0,0,1,0,0,0,0
foothold-NN,4,0,3,0,0,1,0,0,0,0,0
jeumont-schneider-NN,4,0,4,0,0,0,0,0,0,0,0
parts-NNS,62,10,17,2,17,4,9,0,4,7,9
language-NN,8,4,0,3,0,1,1,0,0,0,0
order-NN,133,34,47,18,9,9,13,4,8,2,3
portuguese-JJ,5,0,3,0,2,0,0,0,0,0,1
held-NN,20,5,10,2,1,1,0,1,1,1,0
theta-NN,8,0,8,0,0,0,0,0,0,0,0
uncertainties-NNS,13,10,0,2,1,0,0,1,0,0,1
reflecting-VBG,42,15,4,10,2,5,4,8,0,2,1
fesharaki-NN,4,0,0,0,0,4,0,0,0,0,0
freedman-NN,6,0,4,0,0,2,0,0,0,0,0
dependence-NN,21,0,0,2,0,16,4,0,0,0,0
supports-NNS,6,0,0,2,1,1,2,0,1,0,0
longer-NN,47,12,10,11,2,4,6,5,2,1,0
applications-NNS,33,3,16,2,4,1,2,7,0,2,0
moved-VBD,18,3,2,6,3,0,2,2,2,0,1
toledo-NN,7,0,4,0,3,0,0,0,0,1,2
talk-NN,20,2,2,4,10,1,1,1,4,5,7
moved-VBN,16,0,2,3,1,6,2,0,5,0,1
caspar-NN,13,0,7,0,0,4,1,0,6,0,0
spirit-NN,6,0,0,4,0,0,4,0,0,0,0
miti-NN,51,0,2,10,0,0,39,0,0,0,0
disagreed-VBD,4,0,0,1,1,1,1,0,0,0,1
such-PDT,4,0,3,0,0,1,1,0,0,0,0
reiterated-VBN,5,0,3,1,0,0,0,1,0,0,0
in-RP,8,0,2,0,1,1,3,0,1,1,0
yellow-JJ,6,1,0,0,5,0,0,0,0,2,5
satisfactory-JJ,33,15,12,4,0,1,2,0,0,0,0
rally-RB,9,0,0,3,0,1,2,2,2,0,0
unwanted-JJ,5,0,5,0,0,0,0,0,0,0,0
successful-JJ,60,14,12,12,5,10,9,0,2,2,0
advantage-NN,37,9,9,3,6,4,6,3,0,0,5
setting-NN,9,1,1,2,2,0,4,0,0,1,1
mortgage-NN,72,27,19,3,0,0,2,26,0,0,0
recent-JJ,320,46,60,77,40,40,35,58,8,20,17
before-IN,455,128,99,91,22,52,57,53,15,15,6
condensate-NN,5,1,2,0,0,3,0,0,0,0,0
holding-NN,21,7,12,0,0,1,0,1,0,0,0
will-MD,3466,864,1076,364,321,430,354,213,136,136,147
conference-NN,163,42,23,23,8,42,19,11,6,4,1
strategies-NNS,4,1,3,0,0,0,0,0,0,0,0
fix-VB,4,0,1,2,1,0,0,0,0,0,1
blamed-VBD,4,3,0,0,0,0,1,0,0,0,0
blamed-VBN,8,3,0,0,0,3,2,0,0,0,0
evidence-NN,29,3,3,7,3,1,9,4,1,2,0
eight-CD,282,141,47,28,18,19,23,25,10,7,10
unaudited-VBN,5,4,0,0,0,1,0,0,0,0,0
state-VBP,22,2,5,1,5,8,0,0,2,2,2
hughes-NNS,68,0,62,0,0,6,0,0,0,0,0
suspending-VBG,5,0,0,2,0,2,1,0,1,0,0
aims-NNS,6,1,0,0,1,0,3,1,0,0,0
history-NN,15,7,3,0,2,2,1,0,1,0,1
banner-NN,14,0,14,0,0,0,0,0,0,0,0
sprint-VBP,4,4,0,0,0,0,0,0,0,0,0
meant-JJ,7,1,0,3,2,0,1,0,0,2,0
aetna-NN,4,0,4,0,0,0,0,0,0,0,0
enabled-VBD,6,5,0,0,0,0,0,1,0,0,0
cnt-NN,7,2,5,0,0,0,0,0,0,0,0
perus-NN,7,0,0,2,1,0,4,0,0,0,1
going-VBG,124,16,37,14,10,16,32,8,7,5,5
lightNUMBER-NNP,4,0,0,0,0,4,0,0,0,0,0
associated-VBN,61,38,14,3,1,4,0,3,1,1,0
manufactured-VBN,13,1,1,1,0,0,9,2,0,0,0
impact-VB,4,2,1,0,2,0,0,0,0,0,1
industrier-NN,4,0,4,0,0,0,0,0,0,0,0
chances-NNS,19,2,2,8,3,2,1,2,0,3,1
thinking-VBG,9,0,4,1,2,0,1,0,1,1,1
prudential-bache-NNP,7,3,3,0,0,1,1,0,0,0,0
yergin-NN,4,0,0,0,0,4,0,0,0,0,0
samuel-NN,8,2,6,0,0,1,0,0,0,0,0
develop-VB,38,7,9,1,1,9,11,0,2,0,0
brackets-NNS,4,0,0,0,4,0,0,0,1,2,2
medical-JJ,57,8,45,1,0,0,3,0,0,0,0
oregon-NN,13,2,9,0,2,0,0,0,0,0,2
assigned-VBN,4,0,0,2,0,2,0,1,0,0,0
bp-NN,54,4,40,0,0,28,0,0,0,0,0
conditioned-VBN,30,0,30,0,0,0,0,0,0,0,0
true-JJ,13,3,7,1,0,1,0,0,1,0,0
monitored-VBD,5,0,0,0,1,2,0,0,4,0,0
silkworm-NN,11,0,0,0,0,6,0,0,11,0,0
official-JJ,46,0,0,10,11,14,15,1,3,2,3
y-NN,6,0,5,0,1,0,0,0,0,0,1
sprint-NN,7,7,0,0,0,0,0,0,0,0,0
development-NN,267,73,53,21,13,66,45,7,3,7,5
marcos-NNS,8,0,7,0,0,0,0,1,0,0,0
before-RB,5,0,0,1,0,2,2,0,1,0,0
supplier-NN,22,2,11,0,4,4,0,1,0,3,3
binding-VBG,8,0,4,1,1,0,1,0,1,0,1
liftings-NNS,7,0,0,0,0,7,0,0,0,0,0
guinn-NN,7,7,0,0,0,0,0,0,0,0,0
preferences-NNS,4,1,1,0,0,0,2,0,0,0,0
intends-NNS,26,6,16,0,1,3,1,2,1,1,0
allied-JJ,12,1,11,0,0,0,0,0,0,0,0
retains-VBZ,4,1,2,0,0,1,0,0,0,0,0
carney-NN,12,0,0,0,0,0,12,0,0,0,0
officers-NNS,24,7,16,1,0,0,0,0,0,0,0
stronger-NN,6,0,0,4,0,0,3,1,0,0,0
recognised-VBN,6,1,0,2,1,1,0,2,1,0,0
tandem-NN,9,6,1,0,0,0,0,2,0,0,0
probably-RB,129,16,22,17,28,20,18,17,2,12,17
explosion-NN,15,0,0,0,4,10,0,0,1,0,0
unsolicited-JJ,9,0,9,0,0,0,0,0,0,0,0
responsibility-NN,9,0,6,3,0,0,0,1,0,0,0
closing-VBG,35,6,23,2,0,3,0,1,1,0,0
the-VBP,7,0,1,2,4,0,0,1,0,4,0
losses-VBZ,5,4,0,1,0,1,0,0,0,0,0
lessen-VB,9,0,2,1,1,3,2,0,0,0,1
structures-NNS,7,0,2,0,1,1,5,0,0,1,0
williams-NNS,33,7,22,3,0,1,0,3,0,0,0
lsb-NN,4,0,4,0,0,0,0,0,0,0,0
tire-NN,42,3,38,0,0,1,0,0,0,0,0
restaurant-NN,9,3,6,0,0,0,0,0,0,0,0
lesson-NN,4,0,0,1,0,3,0,0,2,0,0
mix-NN,5,3,1,1,0,0,0,1,0,0,0
sosnoff-RP,4,0,4,0,0,0,0,0,0,0,0
danforth-JJ,4,3,0,0,1,0,0,0,0,1,0
vining-VBG,11,0,11,0,0,0,0,0,0,0,0
hopes-NNS,22,2,1,6,0,4,11,8,2,0,0
rapidly-RB,22,1,3,2,1,2,11,1,1,0,0
mcivor-NN,18,0,0,0,0,18,0,0,0,0,0
huntington-NN,5,4,0,0,0,4,0,0,0,0,0
budgetary-JJ,5,1,0,1,0,1,2,0,0,0,0
worsen-VB,7,0,2,0,1,1,4,0,0,0,0
revision-NN,17,1,2,5,3,3,2,4,0,3,1
bases-NNS,9,1,2,0,3,3,1,0,3,0,1
diplomat-NN,16,2,0,2,0,1,10,0,1,0,0
on-JJ,11,2,2,4,0,2,1,2,0,0,0
herrington-VBP,4,0,0,0,0,4,0,0,0,0,0
coconut-NN,9,0,7,0,0,0,2,0,0,0,0
solutions-NNS,8,1,1,0,0,0,6,0,0,0,0
coasts-NNS,7,0,2,0,1,1,0,0,5,0,0
tropical-JJ,7,2,0,0,1,0,4,0,1,1,0
underwriters-NNS,6,3,4,0,0,0,0,0,0,0,0
dead-JJ,13,0,0,1,2,2,0,1,8,1,0
deficit-NN,383,8,11,118,8,21,291,36,2,5,2
leigh-pemberton-NN,9,0,6,3,0,0,0,3,0,0,0
locations-NNS,14,2,10,0,2,0,0,0,1,0,1
sept-NN,11,6,3,0,2,0,0,0,0,0,0
combine-VB,9,1,6,0,1,1,0,0,0,0,0
amoco-NN,11,0,1,0,0,11,0,0,0,0,0
manipulate-VB,4,0,1,0,0,3,0,0,0,0,0
engineers-NNS,9,3,1,1,0,2,0,0,2,0,0
motors-NNS,52,17,30,2,0,0,2,1,1,0,0
demand-NN,289,37,6,60,18,93,56,34,22,10,6
don-NN,8,1,2,0,1,2,2,0,0,0,0
handled-VBN,6,0,3,0,0,0,1,0,2,0,0
establishment-NN,8,3,1,3,0,0,2,0,0,0,0
third-JJ,254,93,33,22,17,32,48,12,7,10,9
alleged-JJ,12,2,1,0,2,0,8,0,0,0,0
undisclosed-VBN,68,2,66,0,0,0,0,0,0,0,0
expansion-NN,88,29,27,9,10,6,9,4,2,4,5
got-VBD,26,6,6,2,4,2,3,3,3,0,3
measures-NNS,141,12,5,53,9,23,46,8,2,2,1
papandreou-PRP,6,0,0,0,0,6,0,0,6,0,0
pacific-NN,121,20,86,0,2,20,0,2,5,1,1
breakwater-NN,10,0,9,0,1,0,0,0,1,1,0
opposes-VBZ,8,0,5,0,0,0,3,0,0,0,0
proved-VBN,17,1,3,3,1,8,1,1,0,0,0
fieldwork-NN,4,0,0,0,4,0,0,0,0,3,2
proved-VBD,9,0,0,1,1,7,1,0,0,0,1
seeking-VBG,136,15,81,12,6,4,15,4,7,2,2
regular-JJ,51,26,3,9,3,1,1,12,4,1,1
leaders-NNS,57,0,1,5,9,11,19,2,21,7,3
strike-VB,7,0,1,1,0,1,2,0,3,0,0
al-sabah-JJ,6,0,0,0,0,6,0,0,0,0,0
reserves-VBZ,8,1,2,3,0,3,0,2,0,0,0
m-VBP,4,0,4,0,0,0,0,0,0,0,0
satisfied-VBN,27,1,9,8,1,5,5,1,0,0,1
attend-VB,13,1,0,9,0,3,4,1,0,0,0
branches-NNS,26,5,18,3,0,0,0,0,0,0,0
meant-VBN,4,1,0,0,1,0,1,0,1,0,0
meant-VBD,11,1,0,1,2,4,0,2,1,1,1
roberts-NNS,23,3,6,0,13,0,0,0,1,13,2
push-VB,40,0,3,25,2,1,6,7,0,0,0
influential-JJ,8,0,1,2,1,1,3,0,0,1,0
for-IN,87,23,18,13,25,7,2,7,1,18,4
santa-NN,69,0,53,0,13,3,0,0,0,0,13
entering-VBG,12,1,2,2,0,5,2,0,0,0,0
fund-NN,138,34,51,28,4,8,9,9,1,2,2
loving-VBG,6,0,6,0,0,0,0,0,0,0,0
insisted-VBD,5,0,1,0,0,1,3,0,0,0,0
qtrs-NNS,4,4,0,0,0,0,0,0,0,0,0
compensate-VB,21,4,1,1,7,7,1,1,0,3,2
cannot-RB,48,1,10,9,5,7,14,6,2,3,2
non-tariff-JJ,5,0,0,0,1,0,4,0,0,1,1
receiving-VBG,17,4,9,1,3,0,0,0,0,2,1
views-VBZ,4,2,1,0,0,0,1,0,0,0,0
something-NN,26,3,5,7,2,1,8,7,0,1,0
nelson-NN,7,1,6,0,0,0,0,0,0,0,0
zurich-NN,7,4,3,0,0,0,0,0,0,0,0
yen-NNS,134,6,2,119,1,1,12,4,3,0,0
little-JJ,84,7,10,25,8,4,21,13,4,4,1
albert-NN,8,2,2,1,3,0,0,0,0,1,2
attacked-VBD,4,0,0,1,0,2,0,0,3,0,0
alice-NN,4,0,4,0,0,1,0,0,0,0,0
nil-VBP,57,57,0,0,0,0,0,0,0,0,0
apr-NN,7,0,0,0,7,0,0,0,0,7,7
wtc-NN,8,1,7,0,0,0,0,0,0,0,0
environment-NN,28,8,8,1,1,5,6,0,0,0,0
memorandum-NN,8,1,2,0,0,0,3,0,2,0,0
stoppages-NNS,6,0,0,0,0,1,0,0,5,0,0
memory-NN,18,2,4,0,1,0,11,0,0,1,0
subject-VBP,6,2,4,0,0,0,0,0,0,0,0
cutbacks-NNS,13,2,0,0,1,8,2,0,0,0,0
follow-VBP,9,1,1,0,0,1,1,5,0,0,0
nominees-NNS,5,0,5,0,0,0,0,0,0,0,0
NUMBER/may-CD,9,0,0,0,9,0,0,0,2,8,8
building-NN,56,9,18,4,4,6,5,13,3,0,0
reversed-VBN,9,1,0,3,1,1,1,4,0,0,0
ftc-NN,11,0,10,0,0,1,0,0,0,0,0
jones-NNS,17,2,13,0,0,0,0,2,0,0,0
said-NN,48,9,15,7,3,7,5,5,1,1,2
argentinas-NNS,5,0,0,0,4,1,0,0,0,0,4
resurgence-NN,4,0,1,1,0,1,0,1,1,0,0
countries-JJ,4,0,0,0,0,1,4,0,0,0,0
plantings-NNS,22,0,0,0,19,0,3,0,0,5,13
influence-NN,16,2,2,7,2,1,3,3,0,0,2
